"area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_sub_area","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor"
8,4,1,0,869,0,1,2,1,1,1,1,0,3,"132KV GWADAR","GWADAR",30182202,3794522,58199,47278,2532641,2831041,2278,7640364,8028,19,15,0,20,0,0
8,4,1,0,1035,0,1,2,1,1,1,1,0,3,"132KV GWADAR IND","GWADAR IND",894371,82876,0,0,57418,0,0,70563,136,60,20,0,40,0,0
8,4,1,0,682,0,1,2,1,1,1,2,0,3,"66KV PASNI","PASNI",7124491,967239,0,5,884027,630007,409,7628878,5352,45,45,20,45,0,0
8,4,1,0,1176,0,1,2,1,1,1,3,0,3,"132kV Ormara","ORMARA",3164884,358106,0,0,0,3434960,10701,2684680,3079,40,30,0,0,0,0
8,4,1,0,835,0,1,2,1,1,1,3,0,3,"11KV JIWANI P/H","JIWANI",39731,3292,0,0,0,0,0,0,0,40,30,0,0,0,0
8,4,1,0,883,0,1,1,5,1,1,3,0,3,"11KV DURAJI P/H","DURAJI",1762653,84010,0,0,123477,0,0,0,0,40,30,0,0,0,0
8,4,1,0,885,0,1,2,1,1,1,3,0,3,"11KV KALMAT P/H","KALMAT",45244,0,0,0,0,0,0,0,0,40,30,0,0,0,0
8,4,1,0,200,0,1,6,3,1,1,2,0,3,"132KV SIBI","SIBI",16863672,4746565,156041,669703,98585810,4104380,2295,1177573,2970,35,30,0,45,0,0
8,4,1,0,70,0,1,3,6,1,1,3,0,3,"132KV BHAG","BHAG",4424412,872266,56031,127387,36881097,8492,5,53440,1675,60,60,0,60,0,0
8,4,1,0,1121,0,1,6,1,1,1,2,0,3,"132KV SUI","SUI",1404885,368756,0,118267,19132237,715200,234,68943,530,11,10,0,15,0,0
8,4,1,0,125,0,1,3,1,1,1,2,0,3,"132KV MACH","MACH",2626927,594466,0,159571,26704127,1161588,702,3026300,3473,30,30,35,30,0,0
8,4,1,0,257,0,1,3,4,1,1,2,0,3,"66KV D.M. JAMALI","D.M. JAMALI",8861570,3281277,38866,710303,52778818,10903,10,2893784,8518,90,90,60,80,60,0
8,4,1,0,880,0,1,3,2,1,1,2,0,3,"66KV MANJO SHORI","MANJO SHORI",1629877,326471,0,173424,26970065,0,0,167660,1418,8,8,0,5,0,0
8,4,1,0,872,0,1,3,5,1,1,2,0,3,"132KV SOHBAT PUR","SOHBAT PUR",5078946,628999,275993,641410,16830483,0,0,482634,2138,14,14,0,20,0,0
8,4,1,0,745,0,1,3,2,1,1,2,0,3,"66KV ROJHAN JAMALI","ROJHAN JAMALI",5627547,2323933,302723,395349,11956210,253360,126,2159833,3534,14,14,40,10,0,0
8,4,1,0,396,0,1,3,2,1,1,2,0,3,"66KV USTA MOHAMMAD","USTA MOHAMMAD",6371528,2070901,0,427530,26544905,264460,128,5353293,16152,70,70,0,65,0,0
8,4,1,0,675,0,1,3,3,1,1,2,0,3,"66KV JHAL MAGSI","JHAL MAGSI",604256,117970,0,3882,29705330,0,0,18260,109,10,10,0,30,0,0
8,4,1,0,881,0,1,3,2,1,1,2,0,3,"66KV GHANDAKHA","GHANDAKHA",1295659,336844,0,24466,4251208,0,0,26680,331,5,5,0,5,0,0
8,4,1,0,1137,0,1,4,1,1,1,2,0,3,"132 KV Chaghi","Chaghi",888178,247535,0,0,125438,0,0,0,0,3,3,0,3,0,0
8,4,1,0,1145,0,1,6,1,1,1,2,0,3,"132KV DERA BUGHTI","DERA BUGHTI",412140,140868,0,18286,20941150,13467,36,3000,74,20,20,0,17,0,0
8,4,1,0,301,0,1,1,4,1,1,2,0,3,"132KV KANAK","KANAK",544390,72829,0,7450,70163211,0,0,0,50,30,30,0,33,0,0
8,4,1,0,860,0,1,2,2,1,1,3,0,3,"66KV MAND","MAND",9018514,743993,0,95811,8410551,0,0,49420,114,29,25,0,20,0,0
8,4,1,0,1156,0,1,1,4,1,1,3,0,3,"132KV ZARD GHULAM JA","KHAD KUCHA",85108,1662,0,0,42906130,0,0,0,0,10,10,30,3,0,0
8,4,1,0,1183,0,1,5,2,1,1,3,0,3,"132kV Passanzai","Qila Saifullah Passanzai",0,0,0,0,18657222,0,0,0,0,0,0,0,60,0,0
