"","area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_sub_area","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor","total_energy"
"175",3,1,2,0,205,0,3,3,1,2,6,1,9,3,"Faisalabad","SAMUNDRI ROAD",13836420,97709,24528,290832,78840,0,0,1168437,377,46,42,32,30,30,30,15496766
"176",3,1,2,0,205,0,3,3,1,2,6,1,10,3,"Faisalabad","SAMUNDRI ROAD",13836420,97709,24528,290832,78840,0,0,1168437,377,46,42,32,30,30,30,15496766
"177",3,1,1,0,226,0,3,8,2,4,2,3,0,3,"Khushab","ADHI KOT",38744048,3447235,3268,208580,1143497,9040,543,5687276,2189,44,35,30,30,30,30,49242944
"178",3,1,1,0,226,0,3,8,2,4,2,3,1,3,"Khushab","ADHI KOT",2585952,7720,0,0,546624,0,0,0,0,44,35,30,30,30,30,3140296
"179",3,1,1,0,226,0,3,8,2,4,2,3,2,3,"Khushab","ADHI KOT",2585952,15440,0,0,546624,0,0,0,0,44,35,30,30,30,30,3148016
"180",3,1,1,0,226,0,3,8,2,4,2,3,3,3,"Khushab","ADHI KOT",2585952,23753,0,0,546624,0,0,0,0,44,35,30,30,30,30,3156329
"181",3,1,1,0,226,0,3,8,2,4,2,3,4,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30,3153162
"182",3,1,1,0,226,0,3,8,2,4,2,3,5,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30,3153162
"183",3,1,1,0,226,0,3,8,2,4,2,3,6,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30,3153162
"184",3,1,1,0,226,0,3,8,2,4,2,3,7,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30,3153162
"185",3,1,1,0,226,0,3,8,2,4,2,3,8,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30,3163455
"186",3,1,1,0,226,0,3,8,2,4,2,3,9,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30,3163455
"187",3,1,1,0,226,0,3,8,2,4,2,3,10,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30,3163455
"188",3,1,5,0,227,0,3,3,3,3,5,2,0,3,"Jhang","AHMAD PUR SIAL",45455331,3280377,22767,838603,3601766,0,0,3850017,3396,45,40,35,30,30,30,57048861
"189",3,1,5,0,227,0,3,3,3,3,5,2,1,3,"Jhang","AHMAD PUR SIAL",3035340,6282,0,0,170294,0,0,0,0,45,40,35,30,30,30,3211916
"190",3,1,5,0,227,0,3,3,3,3,5,2,2,3,"Jhang","AHMAD PUR SIAL",3035340,12563,0,0,170294,0,0,0,0,45,40,35,30,30,30,3218197
"191",3,1,5,0,227,0,3,3,3,3,5,2,3,3,"Jhang","AHMAD PUR SIAL",3035340,19328,0,0,170294,0,0,0,0,45,40,35,30,30,30,3224962
"192",3,1,5,0,227,0,3,3,3,3,5,2,4,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30,3222385
"193",3,1,5,0,227,0,3,3,3,3,5,2,5,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30,3222385
"194",3,1,5,0,227,0,3,3,3,3,5,2,6,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30,3222385
"195",3,1,5,0,227,0,3,3,3,3,5,2,7,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30,3222385
"196",3,1,5,0,227,0,3,3,3,3,5,2,8,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30,3230761
"197",3,1,5,0,227,0,3,3,3,3,5,2,9,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30,3230761
"198",3,1,5,0,227,0,3,3,3,3,5,2,10,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30,3230761
"199",3,1,2,0,231,0,3,3,3,3,6,3,0,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,16060500,3010,30,30,30,30,30,30,16060500
"200",3,1,2,0,231,0,3,3,3,3,6,3,1,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"201",3,1,2,0,231,0,3,3,3,3,6,3,2,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"202",3,1,2,0,231,0,3,3,3,3,6,3,3,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"203",3,1,2,0,231,0,3,3,3,3,6,3,4,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"204",3,1,2,0,231,0,3,3,3,3,6,3,5,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"205",3,1,2,0,231,0,3,3,3,3,6,3,6,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"206",3,1,2,0,231,0,3,3,3,3,6,3,7,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"207",3,1,2,0,231,0,3,3,3,3,6,3,8,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"208",3,1,2,0,231,0,3,3,3,3,6,3,9,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"209",3,1,2,0,231,0,3,3,3,3,6,3,10,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,0
"210",3,1,9,0,242,0,3,8,1,6,2,3,0,3,"Sargodha","BHABRA",31923764,1961822,0,1415667,5520804,0,0,7135140,3929,20,21,24,27,30,30,47957197
"211",3,1,9,0,242,0,3,8,1,6,2,3,1,3,"Sargodha","BHABRA",6633072,1205,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8086685
"212",3,1,9,0,242,0,3,8,1,6,2,3,2,3,"Sargodha","BHABRA",6633072,2409,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8087889
"213",3,1,9,0,242,0,3,8,1,6,2,3,3,3,"Sargodha","BHABRA",6633072,5300,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8090780
"214",3,1,9,0,242,0,3,8,1,6,2,3,4,3,"Sargodha","BHABRA",6633072,4593,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8090073
"215",3,1,9,0,242,0,3,8,1,6,2,3,5,3,"Sargodha","BHABRA",6633072,4593,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8090073
"216",3,1,9,0,242,0,3,8,1,6,2,3,6,3,"Sargodha","BHABRA",6633072,5011,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8090491
"217",3,1,9,0,242,0,3,8,1,6,2,3,7,3,"Sargodha","BHABRA",6633072,5011,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8090491
"218",3,1,9,0,242,0,3,8,1,6,2,3,8,3,"Sargodha","BHABRA",6633072,9771,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8095251
"219",3,1,9,0,242,0,3,8,1,6,2,3,9,3,"Sargodha","BHABRA",6633072,9771,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8095251
"220",3,1,9,0,242,0,3,8,1,6,2,3,10,3,"Sargodha","BHABRA",6633072,9771,0,12264,1440144,0,0,0,0,20,21,24,27,30,30,8095251
"221",3,1,9,0,243,0,3,8,1,6,3,2,0,3,"Sargodha","BHALWAL",124019831,12226426,87620,6891267,4810307,9185,7,35697062,7943,45,40,30,30,30,30,183741698
"222",3,1,9,0,243,0,3,8,1,6,3,2,1,3,"Sargodha","BHALWAL",12748428,8432,0,15418,140160,0,0,180894,59,45,40,30,30,30,30,13093332
"223",3,1,9,0,243,0,3,8,1,6,3,2,2,3,"Sargodha","BHALWAL",12748428,16863,0,15418,140160,0,0,180894,59,45,40,30,30,30,30,13101763
"224",3,1,9,0,243,0,3,8,1,6,3,2,3,3,"Sargodha","BHALWAL",12748428,37098,0,20043,182208,0,0,235162,77,45,40,30,30,30,30,13222939
"225",3,1,9,0,243,0,3,8,1,6,3,2,4,3,"Sargodha","BHALWAL",12748428,32152,0,20043,182208,0,0,235162,77,45,40,30,30,30,30,13217993
"226",3,1,9,0,243,0,3,8,1,6,3,2,5,3,"Sargodha","BHALWAL",12748428,32152,0,20043,182208,0,0,235162,77,45,40,30,30,30,30,13217993
"227",3,1,9,0,243,0,3,8,1,6,3,2,6,3,"Sargodha","BHALWAL",12748428,35075,0,20043,182208,0,0,235162,77,45,40,30,30,30,30,13220916
"228",3,1,9,0,243,0,3,8,1,6,3,2,7,3,"Sargodha","BHALWAL",12748428,35075,0,20043,182208,0,0,235162,77,45,40,30,30,30,30,13220916
"229",3,1,9,0,243,0,3,8,1,6,3,2,8,3,"Sargodha","BHALWAL",12748428,68397,0,20043,182208,0,0,305711,100,45,40,30,30,30,30,13324787
"230",3,1,9,0,243,0,3,8,1,6,3,2,9,3,"Sargodha","BHALWAL",12748428,68397,0,20043,182208,0,0,305711,100,45,40,30,30,30,30,13324787
"231",3,1,9,0,243,0,3,8,1,6,3,2,10,3,"Sargodha","BHALWAL",12748428,68397,0,20043,182208,0,0,305711,100,45,40,30,30,30,30,13324787
"232",3,1,2,0,244,0,3,3,2,3,1,3,0,3,"Chiniot","BHAWANA",47037196,3048568,236,1203908,71548433,2841489,671,2214542,2153,41,35,30,30,30,30,127894372
"233",3,1,2,0,244,0,3,3,2,3,1,3,1,3,"Chiniot","BHAWANA",3016944,6789,0,22776,140160,0,0,0,0,41,35,30,30,30,30,3186669
"234",3,1,2,0,244,0,3,3,2,3,1,3,2,3,"Chiniot","BHAWANA",3016944,13578,0,22776,140160,0,0,0,0,41,35,30,30,30,30,3193458
"235",3,1,2,0,244,0,3,3,2,3,1,3,3,3,"Chiniot","BHAWANA",3016944,29872,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3251800
"236",3,1,2,0,244,0,3,3,2,3,1,3,4,3,"Chiniot","BHAWANA",3016944,25889,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3247817
"237",3,1,2,0,244,0,3,3,2,3,1,3,5,3,"Chiniot","BHAWANA",3016944,25889,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3247817
"238",3,1,2,0,244,0,3,3,2,3,1,3,6,3,"Chiniot","BHAWANA",3016944,28242,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3250170
"239",3,1,2,0,244,0,3,3,2,3,1,3,7,3,"Chiniot","BHAWANA",3016944,28242,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3250170
"240",3,1,2,0,244,0,3,3,2,3,1,3,8,3,"Chiniot","BHAWANA",3016944,55072,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3277000
"241",3,1,2,0,244,0,3,3,2,3,1,3,9,3,"Chiniot","BHAWANA",3016944,55072,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3277000
"242",3,1,2,0,244,0,3,3,2,3,1,3,10,3,"Chiniot","BHAWANA",3016944,55072,0,22776,182208,0,0,0,0,41,35,30,30,30,30,3277000
"243",3,1,1,0,250,0,3,8,3,5,3,2,0,5,"Mianwali","CHASHMA",26868231,2374233,811,320863,74610,13179903,3224,1253229,300,50,50,45,45,30,30,44071880
"244",3,1,1,0,250,0,3,8,3,5,3,2,1,5,"Mianwali","CHASHMA",1721340,3969,0,0,0,0,0,0,0,50,50,45,45,30,30,1725309
"245",3,1,1,0,250,0,3,8,3,5,3,2,2,5,"Mianwali","CHASHMA",1721340,7939,0,0,0,0,0,0,0,50,50,45,45,30,30,1729279
"246",3,1,1,0,250,0,3,8,3,5,3,2,3,5,"Mianwali","CHASHMA",1721340,17465,0,0,0,0,0,0,0,50,50,45,45,30,30,1738805
"247",3,1,1,0,250,0,3,8,3,5,3,2,4,5,"Mianwali","CHASHMA",1721340,15136,0,0,0,0,0,0,0,50,50,45,45,30,30,1736476
"248",3,1,1,0,250,0,3,8,3,5,3,2,5,5,"Mianwali","CHASHMA",1721340,15136,0,0,0,0,0,0,0,50,50,45,45,30,30,1736476
"249",3,1,1,0,250,0,3,8,3,5,3,2,6,5,"Mianwali","CHASHMA",1721340,16513,0,0,0,0,0,0,0,50,50,45,45,30,30,1737853
"250",3,1,1,0,250,0,3,8,3,5,3,2,7,5,"Mianwali","CHASHMA",1721340,16513,0,0,0,0,0,0,0,50,50,45,45,30,30,1737853
"251",3,1,1,0,250,0,3,8,3,5,3,2,8,5,"Mianwali","CHASHMA",1721340,32200,0,0,0,0,0,0,0,50,50,45,45,30,30,1753540
"252",3,1,1,0,250,0,3,8,3,5,3,2,9,5,"Mianwali","CHASHMA",1721340,32200,0,0,0,0,0,0,0,50,50,45,45,30,30,1753540
"253",3,1,1,0,250,0,3,8,3,5,3,2,10,5,"Mianwali","CHASHMA",1721340,32200,0,0,0,0,0,0,0,50,50,45,45,30,30,1753540
"254",3,1,2,0,255,0,3,3,3,3,7,3,0,3,"Jhang","CHUTIANA",44462296,3070401,50144,1095121,5207243,1815030,1335,3167371,4452,35,35,30,30,30,30,58867606
"255",3,1,2,0,255,0,3,3,3,3,7,3,1,3,"Jhang","CHUTIANA",2984751,2300,0,47304,112128,0,0,91980,30,35,35,30,30,30,30,3238463
"256",3,1,2,0,255,0,3,3,3,3,7,3,2,3,"Jhang","CHUTIANA",2984751,4599,0,47304,112128,0,0,91980,30,35,35,30,30,30,30,3240762
"257",3,1,2,0,255,0,3,3,3,3,7,3,3,3,"Jhang","CHUTIANA",2984751,10118,0,47304,145767,0,0,119574,39,35,35,30,30,30,30,3307514
"258",3,1,2,0,255,0,3,3,3,3,7,3,4,3,"Jhang","CHUTIANA",2984751,8769,0,47304,145767,0,0,119574,39,35,35,30,30,30,30,3306165
"259",3,1,2,0,255,0,3,3,3,3,7,3,5,3,"Jhang","CHUTIANA",2984751,8769,0,47304,145767,0,0,119574,39,35,35,30,30,30,30,3306165
"260",3,1,2,0,255,0,3,3,3,3,7,3,6,3,"Jhang","CHUTIANA",2984751,9566,0,47304,145767,0,0,119574,39,35,35,30,30,30,30,3306962
"261",3,1,2,0,255,0,3,3,3,3,7,3,7,3,"Jhang","CHUTIANA",2984751,9566,0,47304,145767,0,0,119574,39,35,35,30,30,30,30,3306962
"262",3,1,2,0,255,0,3,3,3,3,7,3,8,3,"Jhang","CHUTIANA",2984751,18654,0,47304,145767,0,0,155446,51,35,35,30,30,30,30,3351922
"263",3,1,2,0,255,0,3,3,3,3,7,3,9,3,"Jhang","CHUTIANA",2984751,18654,0,47304,145767,0,0,155446,51,35,35,30,30,30,30,3351922
"264",3,1,2,0,255,0,3,3,3,3,7,3,10,3,"Jhang","CHUTIANA",2984751,18654,0,47304,145767,0,0,155446,51,35,35,30,30,30,30,3351922
"265",3,1,1,0,275,0,3,8,3,5,4,3,0,3,"Mianwali"," FAZIL",35302643,2452470,0,416817,1556034,0,0,1000257,2454,38,30,30,30,30,30,40728221
"266",3,1,1,0,275,0,3,8,3,5,4,3,1,3,"Mianwali","FAZIL",1540008,1314,0,0,78840,0,0,0,0,38,30,30,30,30,30,1620162
"267",3,1,1,0,275,0,3,8,3,5,4,3,2,3,"Mianwali","FAZIL",1540008,2628,0,0,78840,0,0,0,0,38,30,30,30,30,30,1621476
"268",3,1,1,0,275,0,3,8,3,5,4,3,3,3,"Mianwali","FAZIL",1540008,4043,0,0,78840,0,0,0,0,38,30,30,30,30,30,1622891
"269",3,1,1,0,275,0,3,8,3,5,4,3,4,3,"Mianwali","FAZIL",1540008,3504,0,0,78840,0,0,0,0,38,30,30,30,30,30,1622352
"270",3,1,1,0,275,0,3,8,3,5,4,3,5,3,"Mianwali","FAZIL",1540008,3504,0,0,78840,0,0,0,0,38,30,30,30,30,30,1622352
"271",3,1,1,0,275,0,3,8,3,5,4,3,6,3,"Mianwali","FAZIL",1540008,3504,0,0,78840,0,0,0,0,38,30,30,30,30,30,1622352
"272",3,1,1,0,275,0,3,8,3,5,4,3,7,3,"Mianwali","FAZIL",1540008,3504,0,0,78840,0,0,0,0,38,30,30,30,30,30,1622352
"273",3,1,1,0,275,0,3,8,3,5,4,3,8,3,"Mianwali","FAZIL",1540008,5256,0,0,78840,0,0,0,0,38,30,30,30,30,30,1624104
"274",3,1,1,0,275,0,3,8,3,5,4,3,9,3,"Mianwali","FAZIL",1540008,5256,0,0,78840,0,0,0,0,38,30,30,30,30,30,1624104
"275",3,1,1,0,275,0,3,8,3,5,4,3,10,3,"Mianwali","FAZIL",1540008,5256,0,0,78840,0,0,0,0,38,30,30,30,30,30,1624104
"276",3,1,1,0,298,0,3,8,3,5,5,3,0,3,"Mianwali"," KALA BAGH",28146217,1804521,186810,183811,11820036,195620,110,1174037,1150,48,46,45,40,30,30,43511052
"277",3,1,1,0,298,0,3,8,3,5,5,3,1,3,"Mianwali","KALA BAGH",1057770,876,0,0,433094,0,0,0,0,48,46,45,40,30,30,1491740
"278",3,1,1,0,298,0,3,8,3,5,5,3,2,3,"Mianwali","KALA BAGH",1057770,1752,0,0,433094,0,0,0,0,48,46,45,40,30,30,1492616
"279",3,1,1,0,298,0,3,8,3,5,5,3,3,3,"Mianwali","KALA BAGH",1057770,3854,0,0,563022,0,0,0,0,48,46,45,40,30,30,1624646
"280",3,1,1,0,298,0,3,8,3,5,5,3,4,3,"Mianwali","KALA BAGH",1057770,3340,0,0,563022,0,0,0,0,48,46,45,40,30,30,1624132
"281",3,1,1,0,298,0,3,8,3,5,5,3,5,3,"Mianwali","KALA BAGH",1057770,3340,0,0,563022,0,0,0,0,48,46,45,40,30,30,1624132
"282",3,1,1,0,298,0,3,8,3,5,5,3,6,3,"Mianwali","KALA BAGH",1057770,3644,0,0,563022,0,0,0,0,48,46,45,40,30,30,1624436
"283",3,1,1,0,298,0,3,8,3,5,5,3,7,3,"Mianwali","KALA BAGH",1057770,3644,0,0,563022,0,0,0,0,48,46,45,40,30,30,1624436
"284",3,1,1,0,298,0,3,8,3,5,5,3,8,3,"Mianwali","KALA BAGH",1057770,7106,0,0,563022,0,0,0,0,48,46,45,40,30,30,1627898
"285",3,1,1,0,298,0,3,8,3,5,5,3,9,3,"Mianwali","KALA BAGH",1057770,7106,0,0,563022,0,0,0,0,48,46,45,40,30,30,1627898
"286",3,1,1,0,298,0,3,8,3,5,5,3,10,3,"Mianwali","KALA BAGH",1057770,7106,0,0,563022,0,0,0,0,48,46,45,40,30,30,1627898
"287",3,1,1,0,322,0,3,8,4,1,1,3,0,3,"Bhakkar","MANKERA",15426993,1165136,10519,55803,5075590,0,0,13019820,3394,34,30,30,30,30,30,34753861
"288",3,1,1,0,322,0,3,8,4,1,1,3,1,3,"Bhakkar","MANKERA",651744,602,0,0,499320,0,0,0,0,34,30,30,30,30,30,1151666
"289",3,1,1,0,322,0,3,8,4,1,1,3,2,3,"Bhakkar","MANKERA",651744,1205,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152269
"290",3,1,1,0,322,0,3,8,4,1,1,3,3,3,"Bhakkar","MANKERA",651744,1853,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152917
"291",3,1,1,0,322,0,3,8,4,1,1,3,4,3,"Bhakkar","MANKERA",651744,1606,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152670
"292",3,1,1,0,322,0,3,8,4,1,1,3,5,3,"Bhakkar","MANKERA",651744,1606,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152670
"293",3,1,1,0,322,0,3,8,4,1,1,3,6,3,"Bhakkar","MANKERA",651744,1606,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152670
"294",3,1,1,0,322,0,3,8,4,1,1,3,7,3,"Bhakkar","MANKERA",651744,1606,0,0,499320,0,0,0,0,34,30,30,30,30,30,1152670
"295",3,1,1,0,322,0,3,8,4,1,1,3,8,3,"Bhakkar","MANKERA",651744,2409,0,0,499320,0,0,0,0,34,30,30,30,30,30,1153473
"296",3,1,1,0,322,0,3,8,4,1,1,3,9,3,"Bhakkar","MANKERA",651744,2409,0,0,499320,0,0,0,0,34,30,30,30,30,30,1153473
"297",3,1,1,0,322,0,3,8,4,1,1,3,10,3,"Bhakkar","MANKERA",651744,2409,0,0,499320,0,0,0,0,34,30,30,30,30,30,1153473
"298",3,1,2,0,331,0,3,3,1,2,7,3,0,3,"Faisalabad","MURID WALA",86738917,5052243,35556,1660739,27230744,3426,40,5536081,5459,44,35,30,30,30,30,126257706
"299",3,1,2,0,331,0,3,3,1,2,7,3,1,3,"Faisalabad","MURID WALA",1750248,4052,0,10512,452717,0,0,91980,30,44,35,30,30,30,30,2309509
"300",3,1,2,0,331,0,3,3,1,2,7,3,2,3,"Faisalabad","MURID WALA",1750248,8103,0,10512,452717,0,0,91980,30,44,35,30,30,30,30,2313560
"301",3,1,2,0,331,0,3,3,1,2,7,3,3,3,"Faisalabad","MURID WALA",1750248,17827,0,10512,588532,0,0,119574,39,44,35,30,30,30,30,2486693
"302",3,1,2,0,331,0,3,3,1,2,7,3,4,3,"Faisalabad","MURID WALA",1750248,15450,0,10512,588532,0,0,119574,39,44,35,30,30,30,30,2484316
"303",3,1,2,0,331,0,3,3,1,2,7,3,5,3,"Faisalabad","MURID WALA",1750248,15450,0,10512,588532,0,0,119574,39,44,35,30,30,30,30,2484316
"304",3,1,2,0,331,0,3,3,1,2,7,3,6,3,"Faisalabad","MURID WALA",1750248,16854,0,10512,588532,0,0,119574,39,44,35,30,30,30,30,2485720
"305",3,1,2,0,331,0,3,3,1,2,7,3,7,3,"Faisalabad","MURID WALA",1750248,16854,0,10512,588532,0,0,119574,39,44,35,30,30,30,30,2485720
"306",3,1,2,0,331,0,3,3,1,2,7,3,8,3,"Faisalabad","MURID WALA",1750248,32866,0,10512,588532,0,0,155446,51,44,35,30,30,30,30,2537604
"307",3,1,2,0,331,0,3,3,1,2,7,3,9,3,"Faisalabad","MURID WALA",1750248,32866,0,10512,588532,0,0,155446,51,44,35,30,30,30,30,2537604
"308",3,1,2,0,331,0,3,3,1,2,7,3,10,3,"Faisalabad","MURID WALA",1750248,32866,0,10512,588532,0,0,155446,51,44,35,30,30,30,30,2537604
"309",3,1,1,0,333,0,3,8,4,1,2,3,0,3,"Bhakkar","RAKH DAGRAN",47950996,3007095,480,361912,1655937,0,0,1767721,1777,50,48,30,43,30,30,54744141
"310",3,1,1,0,333,0,3,8,4,1,2,3,1,3,"Bhakkar","RAKH DAGRAN",2333664,3997,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2829097
"311",3,1,1,0,333,0,3,8,4,1,2,3,2,3,"Bhakkar","RAKH DAGRAN",2333664,7994,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2833094
"312",3,1,1,0,333,0,3,8,4,1,2,3,3,3,"Bhakkar","RAKH DAGRAN",2333664,12298,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2837398
"313",3,1,1,0,333,0,3,8,4,1,2,3,4,3,"Bhakkar","RAKH DAGRAN",2333664,10658,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2835758
"314",3,1,1,0,333,0,3,8,4,1,2,3,5,3,"Bhakkar","RAKH DAGRAN",2333664,10658,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2835758
"315",3,1,1,0,333,0,3,8,4,1,2,3,6,3,"Bhakkar","RAKH DAGRAN",2333664,10658,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2835758
"316",3,1,1,0,333,0,3,8,4,1,2,3,7,3,"Bhakkar","RAKH DAGRAN",2333664,10658,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2835758
"317",3,1,1,0,333,0,3,8,4,1,2,3,8,3,"Bhakkar","RAKH DAGRAN",2333664,15987,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2841087
"318",3,1,1,0,333,0,3,8,4,1,2,3,9,3,"Bhakkar","RAKH DAGRAN",2333664,15987,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2841087
"319",3,1,1,0,333,0,3,8,4,1,2,3,10,3,"Bhakkar","RAKH DAGRAN",2333664,15987,0,13140,478296,0,0,0,0,50,48,30,43,30,30,2841087
"320",3,1,2,0,334,0,3,3,4,7,3,3,0,3,"T.T.Singh","NIA LAHORE",55848415,3391109,0,1429833,21973362,23132,6,20574486,6258,43,38,30,30,30,30,103240337
"321",3,1,2,0,334,0,3,3,4,7,3,3,1,3,"T.T.Singh","NIA LAHORE",7290072,602,0,0,0,0,0,91980,30,43,38,30,30,30,30,7382654
"322",3,1,2,0,334,0,3,3,4,7,3,3,2,3,"T.T.Singh","NIA LAHORE",7290072,1205,0,0,0,0,0,91980,30,43,38,30,30,30,30,7383257
"323",3,1,2,0,334,0,3,3,4,7,3,3,3,3,"T.T.Singh","NIA LAHORE",7290072,1853,0,0,0,0,0,119574,39,43,38,30,30,30,30,7411499
"324",3,1,2,0,334,0,3,3,4,7,3,3,4,3,"T.T.Singh","NIA LAHORE",7290072,1606,0,0,0,0,0,119574,39,43,38,30,30,30,30,7411252
"325",3,1,2,0,334,0,3,3,4,7,3,3,5,3,"T.T.Singh","NIA LAHORE",7290072,1606,0,0,0,0,0,119574,39,43,38,30,30,30,30,7411252
"326",3,1,2,0,334,0,3,3,4,7,3,3,6,3,"T.T.Singh","NIA LAHORE",7290072,1606,0,0,0,0,0,119574,39,43,38,30,30,30,30,7411252
"327",3,1,2,0,334,0,3,3,4,7,3,3,7,3,"T.T.Singh","NIA LAHORE",7290072,1606,0,0,0,0,0,119574,39,43,38,30,30,30,30,7411252
"328",3,1,2,0,334,0,3,3,4,7,3,3,8,3,"T.T.Singh","NIA LAHORE",7290072,2409,0,0,0,0,0,155446,51,43,38,30,30,30,30,7447927
"329",3,1,2,0,334,0,3,3,4,7,3,3,9,3,"T.T.Singh","NIA LAHORE",7290072,2409,0,0,0,0,0,155446,51,43,38,30,30,30,30,7447927
"330",3,1,2,0,334,0,3,3,4,7,3,3,10,3,"T.T.Singh","NIA LAHORE",7290072,2409,0,0,0,0,0,155446,51,43,38,30,30,30,30,7447927
"331",3,1,2,0,339,0,3,3,1,2,8,1,0,3,"Faisalabad","OLD THERMAL",34780608,25938574,291975,331474,0,929120,372,7421897,4760,45,42,35,30,30,30,69693648
"332",3,1,2,0,339,0,3,3,1,2,8,1,1,3,"Faisalabad","OLD THERMAL",201042,3285,0,0,0,0,0,0,0,45,42,35,30,30,30,204327
"333",3,1,2,0,339,0,3,3,1,2,8,1,2,3,"Faisalabad","OLD THERMAL",201042,6570,0,0,0,0,0,0,0,45,42,35,30,30,30,207612
"334",3,1,2,0,339,0,3,3,1,2,8,1,3,3,"Faisalabad","OLD THERMAL",201042,10108,0,0,0,0,0,0,0,45,42,35,30,30,30,211150
"335",3,1,2,0,339,0,3,3,1,2,8,1,4,3,"Faisalabad","OLD THERMAL",201042,8760,0,0,0,0,0,0,0,45,42,35,30,30,30,209802
"336",3,1,2,0,339,0,3,3,1,2,8,1,5,3,"Faisalabad","OLD THERMAL",201042,8760,0,0,0,0,0,0,0,45,42,35,30,30,30,209802
