"sr_no","disco_no","grid_no","existing_grid_name","proposed_grid_no","proposed_grid_name","transient_grid_no","transient_grid_name","commisioning_year","132_kv_line","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
