"area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_substation","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
