"area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_sub_area","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor"
3,1,2,0,143,0,3,3,1,2,4,1,4,3,"Faisalabad","NARWALA ROAD",15397452,47323,0,10512,320616,0,0,1102074,359,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,5,3,"Faisalabad","NARWALA ROAD",15397452,47323,0,10512,320616,0,0,1102074,359,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,6,3,"Faisalabad","NARWALA ROAD",15397452,51246,0,10512,320616,0,0,1102074,359,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,7,3,"Faisalabad","NARWALA ROAD",15397452,39478,0,10512,320616,0,0,1102074,359,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,8,3,"Faisalabad","NARWALA ROAD",15397452,76983,0,10512,320616,0,0,1432696,467,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,9,3,"Faisalabad","NARWALA ROAD",15397452,76983,0,10512,320616,0,0,1432696,467,40,35,30,30,30,30
3,1,2,0,143,0,3,3,1,2,4,1,10,3,"Faisalabad","NARWALA ROAD",15397452,76983,0,10512,320616,0,0,1432696,467,40,35,30,30,30,30
3,1,1,0,160,0,3,8,3,5,2,3,0,3,"Mianwali","PIPLAN",80953920,6100431,51826,1106953,3394241,4013,3,6110291,3054,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,1,3,"Mianwali","PIPLAN",7818300,3723,0,60444,772632,24528,7,122640,40,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,2,3,"Mianwali","PIPLAN",7818300,7446,0,60444,772632,24528,7,122640,40,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,3,3,"Mianwali","PIPLAN",7818300,16381,0,60444,772632,24528,7,159432,52,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,4,3,"Mianwali","PIPLAN",7818300,14197,0,60444,772632,24528,7,159432,52,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,5,3,"Mianwali","PIPLAN",7818300,14197,0,60444,772632,24528,7,159432,52,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,6,3,"Mianwali","PIPLAN",7818300,15488,0,60444,772632,24528,7,159432,52,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,7,3,"Mianwali","PIPLAN",7818300,15488,0,60444,772632,24528,7,159432,52,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,8,3,"Mianwali","PIPLAN",7818300,30201,0,60444,772632,24528,7,207262,68,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,9,3,"Mianwali","PIPLAN",7818300,30201,0,60444,772632,24528,7,207262,68,50,45,35,40,30,30
3,1,1,0,160,0,3,8,3,5,2,3,10,3,"Mianwali","PIPLAN",7818300,30201,0,60444,772632,24528,7,207262,68,50,45,35,40,30,30
3,1,2,0,192,0,3,3,1,2,5,3,0,3,"Faisalabad","SHAHKOT",4811770,108067,0,83119,57358,0,0,34406569,13558,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,1,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,2,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,3,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,4,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,5,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,6,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,7,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,8,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,9,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,192,0,3,3,1,2,5,3,10,3,"Faisalabad","SHAHKOT",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,0,3,"Faisalabad","SUMANDRI ROAD",251160843,17443616,496299,28121740,380368,328177,145,147598285,22398,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,1,3,"Faisalabad","SAMUNDRI ROAD",13836420,15330,24528,290832,78840,0,0,691383,223,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,2,3,"Faisalabad","SAMUNDRI ROAD",13836420,30660,24528,290832,78840,0,0,691383,223,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,3,3,"Faisalabad","SAMUNDRI ROAD",13836420,67452,24528,290832,78840,0,0,898798,290,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,4,3,"Faisalabad","SAMUNDRI ROAD",13836420,58458,24528,290832,78840,0,0,898798,290,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,5,3,"Faisalabad","SAMUNDRI ROAD",13836420,58458,24528,290832,78840,0,0,898798,290,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,6,3,"Faisalabad","SAMUNDRI ROAD",13836420,63773,24528,290832,78840,0,0,898798,290,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,7,3,"Faisalabad","SAMUNDRI ROAD",13836420,50107,24528,290832,78840,0,0,898798,290,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,8,3,"Faisalabad","SAMUNDRI ROAD",13836420,97709,24528,290832,78840,0,0,1168437,377,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,9,3,"Faisalabad","SAMUNDRI ROAD",13836420,97709,24528,290832,78840,0,0,1168437,377,46,42,32,30,30,30
3,1,2,0,205,0,3,3,1,2,6,1,10,3,"Faisalabad","SAMUNDRI ROAD",13836420,97709,24528,290832,78840,0,0,1168437,377,46,42,32,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,0,3,"Khushab","ADHI KOT",38744048,3447235,3268,208580,1143497,9040,543,5687276,2189,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,1,3,"Khushab","ADHI KOT",2585952,7720,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,2,3,"Khushab","ADHI KOT",2585952,15440,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,3,3,"Khushab","ADHI KOT",2585952,23753,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,4,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,5,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,6,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,7,3,"Khushab","ADHI KOT",2585952,20586,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,8,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,9,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,1,0,226,0,3,8,2,4,2,3,10,3,"Khushab","ADHI KOT",2585952,30879,0,0,546624,0,0,0,0,44,35,30,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,0,3,"Jhang","AHMAD PUR SIAL",45455331,3280377,22767,838603,3601766,0,0,3850017,3396,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,1,3,"Jhang","AHMAD PUR SIAL",3035340,6282,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,2,3,"Jhang","AHMAD PUR SIAL",3035340,12563,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,3,3,"Jhang","AHMAD PUR SIAL",3035340,19328,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,4,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,5,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,6,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,7,3,"Jhang","AHMAD PUR SIAL",3035340,16751,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,8,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,9,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,5,0,227,0,3,3,3,3,5,2,10,3,"Jhang","AHMAD PUR SIAL",3035340,25127,0,0,170294,0,0,0,0,45,40,35,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,0,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,16060500,3010,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,1,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,2,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,3,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,4,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,5,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,6,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,7,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,8,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,9,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,2,0,231,0,3,3,3,3,6,3,10,5,"Jhang","ASHIANA MILL",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30
3,1,9,0,242,0,3,8,1,6,2,3,0,3,"Sargodha","BHABRA",31923764,1961822,0,1415667,5520804,0,0,7135140,3929,20,21,24,27,30,30
3,1,9,0,242,0,3,8,1,6,2,3,1,3,"Sargodha","BHABRA",6633072,1205,0,12264,1440144,0,0,0,0,20,21,24,27,30,30
