"area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_sub_area","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor"
2,1,3,0,670,0,3,4,2,2,1,3,0,3,"Gujrat","GEPCO 66KV--SHADIWAL",167376,0,0,0,0,0,0,0,0,50,20,0,0,0,0
2,1,3,0,698,0,3,4,6,3,1,3,0,3,"KOT AGHA","KOT AGHA",51749791,2585953,0,1256613,602179,0,0,1992559,1593,38,16,40,0,0,0
2,1,3,0,725,0,3,4,1,1,1,1,0,3,"LAHORE ROAD","Lahore Road Grw",61435838,15539517,253858,7459941,3081679,30992000,9216,206697627,66785,70,60,80,80,50,50
2,1,3,0,738,0,3,4,3,2,1,2,0,3,"JALAL PUR NAU","JALALPUR BHATT",43618722,3126120,45560,1340255,35193646,0,0,23796816,8735,36,24,0,15,0,0
2,1,3,0,802,0,3,4,5,1,1,2,0,3,"SHAKAR GARH","SHAKAR GARH",186781770,11965016,53935,3541062,1681140,17073,9,1020215,1099,36,23,30,40,0,0
2,1,3,0,813,0,3,4,6,2,1,2,0,3,"SAHOWALA"," SIALKOT",71232799,5618643,0,3963132,1298251,143760,38,20832102,8543,45,35,40,30,0,0
2,1,3,0,814,0,3,4,1,1,1,1,0,3,"Gujranwala","HAFIZABAD ROAD",61488930,3669597,0,36308447,2621394,0,0,80495740,25960,31,19,40,40,0,0
2,1,3,0,823,0,3,4,6,2,1,3,0,3,"CHAVINDA","Lalapur",105874433,4791341,12651,1863555,3694847,37963,84,1269128,1102,26,14,60,30,0,0
2,1,3,0,902,0,3,4,1,1,1,1,0,3,"Noshera Virkan","SHEIKHUPURA IND",14059529,448211,0,373468,6187795,0,0,789294,462,37,25,30,30,0,0
2,1,3,0,917,0,3,4,5,2,1,3,0,3,"BADOMAL"," BADOMALI",27959515,1142656,0,655619,1939251,8480,38,2545870,2621,36,20,0,0,0,0
2,1,3,0,954,0,3,4,1,1,1,2,0,3,"Gujranwala","CANTT GUJRANWA",99247682,15535226,1479928,6508037,3002148,13842000,3118,68079750,25995,55,39,60,50,0,0
2,1,3,0,969,0,3,4,6,2,1,3,0,3,"Sialkot"," GHUINKE",76863855,6308569,19184,2869226,3752698,186435,156,25134833,11598,33,25,10,0,0,0
2,1,3,0,974,0,3,4,1,1,1,1,0,3,"Gujranwala","AROOP",42182185,2848981,83366,4423069,1569080,1038400,314,135841800,35394,45,45,40,35,0,0
2,1,3,0,1080,0,3,4,4,2,1,1,0,3,"MANDI(MBD)","PHALIA",76537354,7443982,367,1278809,7816485,0,0,7804335,5899,45,30,40,35,0,0
2,1,3,0,1081,0,3,4,2,2,1,2,0,3,"Gujrat","G.T Road Grt",49082019,6354451,50216,6619468,616918,0,0,39754682,13488,75,65,65,55,0,0
2,1,3,0,1082,0,3,4,1,1,1,2,0,3,"Gujranwala","CHIANWALI",22839400,2817611,0,919868,1390330,0,0,138218993,32916,11,9,0,0,0,0
2,1,3,0,1086,0,3,4,3,1,1,2,0,3,"HAFIZABAD","HAFIZABAD II",53796406,5493926,102015,9975504,11333864,518920,528,7834535,4296,29,14,0,15,0,0
2,1,3,0,1088,0,3,4,2,2,1,3,0,3,"Gujrat","AWAN SHARIF",88081898,2674892,0,526647,93901,826318,116,522800,266,47,16,0,0,0,0
2,1,3,0,1094,0,3,4,6,1,1,1,0,3,"Sialkot","OLD POWER HOUS",43271855,11607360,330371,3188642,42596,205300,71,3582158,2268,15,10,11,0,0,0
2,1,3,0,1102,0,3,4,6,1,1,1,0,3,"Sialkot","NEW DASKA",85529889,8348578,37893,5337592,3355848,0,0,4852880,3358,33,26,25,23,0,0
2,1,3,0,1119,0,3,4,1,1,1,1,0,3,"Gujranwala","SHERAN WALA BA",63534946,16836277,115346,16609143,0,0,0,23070403,12482,55,38,35,0,0,0
2,1,3,0,1122,0,3,4,1,1,1,1,0,3,"Gujranwala","132 KV KHIALI",55857969,6856457,0,12517460,155692,0,0,46654443,13840,34,20,25,0,0,0
2,1,3,0,1155,0,3,4,4,2,1,1,0,3,"MANDI(MBD)","66KV-G/S RASOOL",22339714,805009,0,96265,1814384,6500,20,1594580,1173,12,10,0,0,0,0
2,1,3,0,1159,0,3,4,6,1,1,1,0,3,"Sialkot","GOHDPUR",47736653,4349665,0,4244411,108366,0,0,4267806,2606,22,10,30,0,0,0
